Alisson,LIV,GK
Ederson,MNC,GK
Pickford,EVE,GK
Lloris,TOT,GK
Kepa,CHE,GK
de Gea,MNU,GK
Robertson,LIV,DEF
Laporte,MNC,DEF
Alonso,MNC,DEF
Luiz,ARS,DEF
Digne,EVE,DEF
Pereira,LEI,DEF
Sterling,MNC,MID
Mane,LIV,MID
Eriksen,TOT,MID
Pogba,MNU,MID
Sigurdsson,EVE,MID
Fraser,BOU,MID
Aguero,MNC,FWD
Lacazette,ARS,FWD
Kane,TOT,FWD
Firmino,LIV,FWD
Vardy,LEI,FWD
Rashford,MNU,FWD
